cactus_id,legacy_display_name,accepted_name,accepted_author,accepted_genus,species,subfamily,tribe,names_count,all_names,all_names_with_status,photo_main_url,photo_flower_url,photo_spines_url,morphology_stem,morphology_spines,morphology_flower,morphology_fruit,notes_ru
wfo-0001256348,Ebnerella rekoi,Mammillaria rekoi,(Britton & Rose) Vaupel,Mammillaria,rekoi,,,10,Ebnerella rekoi | Mammillaria albrechtiana | Mammillaria krasuckae | Mammillaria mitlensis | Mammillaria pseudorekoi | Mammillaria pullihamata | Mammillaria rekoi | Mammillaria rekoiana | Mammillaria sanjuanensis | Neomammillaria rekoi,Ebnerella rekoi [Synonym] | Mammillaria albrechtiana [Synonym] | Mammillaria krasuckae [Synonym] | Mammillaria mitlensis [Synonym] | Mammillaria pseudorekoi [Synonym] | Mammillaria pullihamata [Synonym] | Mammillaria rekoi [Accepted] | Mammillaria rekoiana [Synonym] | Mammillaria sanjuanensis [Synonym] | Neomammillaria rekoi [Synonym],,,,,,,,
wfo-0001288323,Mammillaria claviformis,Mammillaria duoformis,R.T.Craig & E.Y.Dawson,Mammillaria,duoformis,,,4,Mammillaria claviformis | Mammillaria duoformis | Mammillaria erythrocalix | Mammillaria rossiana,Mammillaria claviformis [Synonym] | Mammillaria duoformis [Accepted] | Mammillaria erythrocalix [Synonym] | Mammillaria rossiana [Synonym],,,,,,,,
wfo-0000369161,Mammillaria roseocentra,Mammillaria roseocentra,Boed. & F.Ritter,Mammillaria,roseocentra,,,1,Mammillaria roseocentra,Mammillaria roseocentra [Unchecked],,,,,,,,
wfo-0001248755,Neomammillaria bravoae,Mammillaria hahniana,Werderm.,Mammillaria,hahniana,,,10,Mammillaria bravoae | Mammillaria hahniana | Mammillaria mendeliana | Mammillaria saetigera | Mammillaria woodsii | Neomammillaria bravoae | Neomammillaria hahniana | Neomammillaria mendeliana | Neomammillaria saetigera | Neomammillaria woodsii,Mammillaria bravoae [Synonym] | Mammillaria hahniana [Accepted] | Mammillaria mendeliana [Synonym] | Mammillaria saetigera [Synonym] | Mammillaria woodsii [Synonym] | Neomammillaria bravoae [Synonym] | Neomammillaria hahniana [Synonym] | Neomammillaria mendeliana [Synonym] | Neomammillaria saetigera [Synonym] | Neomammillaria woodsii [Synonym],,,,,,,,
wfo-0001255875,Dolichothele carretii,Mammillaria carretii,Rebut ex K.Schum.,Mammillaria,carretii,,,8,Chilita carretii | Chilita saffordii | Dolichothele carretii | Ebnerella carretii | Mammillaria carretii | Mammillaria saffordii | Neomammillaria carretii | Neomammillaria saffordii,Chilita carretii [Synonym] | Chilita saffordii [Synonym] | Dolichothele carretii [Synonym] | Ebnerella carretii [Synonym] | Mammillaria carretii [Accepted] | Mammillaria saffordii [Synonym] | Neomammillaria carretii [Synonym] | Neomammillaria saffordii [Synonym],,,,,,,,
wfo-0000369166,Mammillaria salmiana,Mammillaria salmiana,Fennel ex C.F.Först.,Mammillaria,salmiana,,,1,Mammillaria salmiana,Mammillaria salmiana [Unchecked],,,,,,,,
wfo-0000369167,Mammillaria saltillensis,Mammillaria saltillensis,Boed.,Mammillaria,saltillensis,,,1,Mammillaria saltillensis,Mammillaria saltillensis [Unchecked],,,,,,,,
wfo-0000369893,Neomammillaria graessneriana,Mammillaria ruestii,Quehl,Mammillaria,ruestii,,,11,Mammillaria chapinensis | Mammillaria chiapensis | Mammillaria ekmanii | Mammillaria fobeana | Mammillaria graessneriana | Mammillaria jamaicensis | Mammillaria ruestii | Mammillaria yucatanensis | Neomammillaria graessneriana | Neomammillaria ruestii | Neomammillaria yucatanensis,Mammillaria chapinensis [Synonym] | Mammillaria chiapensis [Synonym] | Mammillaria ekmanii [Synonym] | Mammillaria fobeana [Synonym] | Mammillaria graessneriana [Synonym] | Mammillaria jamaicensis [Synonym] | Mammillaria ruestii [Synonym] | Mammillaria yucatanensis [Synonym] | Neomammillaria graessneriana [Synonym] | Neomammillaria ruestii [Synonym] | Neomammillaria yucatanensis [Synonym],,,,,,,,
wfo-0000369171,Cactus rufidulus,Mammillaria rufidula,Ehrenb.,Mammillaria,rufidula,,,2,Cactus rufidulus | Mammillaria rufidula,Cactus rufidulus [Synonym] | Mammillaria rufidula [Accepted],,,,,,,,
wfo-0001288765,Cactus curvispinus,Mammillaria discolor,Haw.,Mammillaria,discolor,,,27,Cactus curvispinus | Cactus depressus | Cactus discolor | Cactus pseudomammillaris | Cactus spini | Chilita discolor | Mammillaria aciculata | Mammillaria albida | Mammillaria amoena | Mammillaria canescens | Mammillaria confinis | Mammillaria coniflora | Mammillaria curvispina | Mammillaria discolor | Mammillaria esperanzaensis | Mammillaria nitens | Mammillaria ochoterenae | Mammillaria pachyrhiza | Mammillaria porphyracantha | Mammillaria pseudomamillaris | Mammillaria pulchella | Mammillaria schmollii | Mammillaria spinii | Neomammillaria amoena | Neomammillaria discolor | Neomammillaria ochoterenae | Neomammillaria schmollii,Cactus curvispinus [Synonym] | Cactus depressus [Synonym] | Cactus discolor [Synonym] | Cactus pseudomammillaris [Synonym] | Cactus spini [Synonym] | Chilita discolor [Synonym] | Mammillaria aciculata [Synonym] | Mammillaria albida [Synonym] | Mammillaria amoena [Synonym] | Mammillaria canescens [Synonym] | Mammillaria confinis [Synonym] | Mammillaria coniflora [Synonym] | Mammillaria curvispina [Synonym] | Mammillaria discolor [Accepted] | Mammillaria esperanzaensis [Synonym] | Mammillaria nitens [Synonym] | Mammillaria ochoterenae [Synonym] | Mammillaria pachyrhiza [Synonym] | Mammillaria porphyracantha [Synonym] | Mammillaria pseudomamillaris [Synonym] | Mammillaria pulchella [Synonym] | Mammillaria schmollii [Synonym] | Mammillaria spinii [Synonym] | Neomammillaria amoena [Synonym] | Neomammillaria discolor [Synonym] | Neomammillaria ochoterenae [Synonym] | Neomammillaria schmollii [Synonym],,,,,,,,
wfo-0001256354,Chilita gilensis,Mammillaria rettigiana,Boed.,Mammillaria,rettigiana,,,12,Chilita gilensis | Chilita posseltiana | Chilita rettigiana | Ebnerella gilensis | Ebnerella posseltiana | Ebnerella rettigiana | Escobariopsis rettigiana | Mammillaria flavihamata | Mammillaria gilensis | Mammillaria posseltiana | Mammillaria rettigiana | Neomammillaria rettigiana,Chilita gilensis [Synonym] | Chilita posseltiana [Synonym] | Chilita rettigiana [Synonym] | Ebnerella gilensis [Synonym] | Ebnerella posseltiana [Synonym] | Ebnerella rettigiana [Synonym] | Escobariopsis rettigiana [Synonym] | Mammillaria flavihamata [Synonym] | Mammillaria gilensis [Synonym] | Mammillaria posseltiana [Synonym] | Mammillaria rettigiana [Accepted] | Neomammillaria rettigiana [Synonym],,,,,,,,
wfo-0001256329,Neomammillaria obscura,Mammillaria petterssonii,Hildm.,Mammillaria,petterssonii,,,9,Mammillaria apozolensis | Mammillaria heeseana | Mammillaria huiguerensis | Mammillaria obscura | Mammillaria petterssonii | Mammillaria pilensis | Neomammillaria obscura | Neomammillaria petterssonii | Neomammillaria pilensis,Mammillaria apozolensis [Synonym] | Mammillaria heeseana [Synonym] | Mammillaria huiguerensis [Synonym] | Mammillaria obscura [Synonym] | Mammillaria petterssonii [Accepted] | Mammillaria pilensis [Synonym] | Neomammillaria obscura [Synonym] | Neomammillaria petterssonii [Synonym] | Neomammillaria pilensis [Synonym],,,,,,,,
wfo-0000613665,Mammillaria poselgeri,Cochemiea poselgeri,(Hildm.) Britton & Rose,Cochemiea,poselgeri,,,6,Cochemiea poselgeri | Cochemiea roseana | Mammillaria poselgeri | Mammillaria radleana | Mammillaria radliana | Mammillaria roseana,Cochemiea poselgeri [Accepted] | Cochemiea roseana [Synonym] | Mammillaria poselgeri [Synonym] | Mammillaria radleana [Synonym] | Mammillaria radliana [Synonym] | Mammillaria roseana [Synonym],,,,,,,,
wfo-0001302768,Cactus neomexicanus,Pelecyphora vivipara,(Nutt.) D.Aquino & Dan.Sánchez,Pelecyphora,vivipara,,,35,Cactus neomexicanus | Cactus radiosus | Cactus viviparus | Coryphantha aggregata | Coryphantha arizonica | Coryphantha bisbeeana | Coryphantha columnaris | Coryphantha deserti | Coryphantha fragrans | Coryphantha neomexicana | Coryphantha neovivipara | Coryphantha oklahomensis | Coryphantha radiosa | Coryphantha rosea | Coryphantha vivipara | Echinocactus radiosus | Echinocactus viviparus | Escobaria aggregata | Escobaria arizonica | Escobaria bisbeeana | Escobaria deserti | Escobaria neomexicana | Escobaria oklahomensis | Escobaria radiosa | Escobaria vivipara | Mammillaria aggregata | Mammillaria arizonica | Mammillaria deserti | Mammillaria hirschtiana | Mammillaria neomexicana | Mammillaria radiosa | Mammillaria ramosissima | Mammillaria vivipara | Neomammillaria radiosa | Pelecyphora vivipara,Cactus neomexicanus [Synonym] | Cactus radiosus [Synonym] | Cactus viviparus [Synonym] | Coryphantha aggregata [Synonym] | Coryphantha arizonica [Synonym] | Coryphantha bisbeeana [Synonym] | Coryphantha columnaris [Synonym] | Coryphantha deserti [Synonym] | Coryphantha fragrans [Synonym] | Coryphantha neomexicana [Synonym] | Coryphantha neovivipara [Synonym] | Coryphantha oklahomensis [Synonym] | Coryphantha radiosa [Synonym] | Coryphantha rosea [Synonym] | Coryphantha vivipara [Synonym] | Echinocactus radiosus [Synonym] | Echinocactus viviparus [Synonym] | Escobaria aggregata [Synonym] | Escobaria arizonica [Synonym] | Escobaria bisbeeana [Synonym] | Escobaria deserti [Synonym] | Escobaria neomexicana [Synonym] | Escobaria oklahomensis [Synonym] | Escobaria radiosa [Synonym] | Escobaria vivipara [Synonym] | Mammillaria aggregata [Synonym] | Mammillaria arizonica [Synonym] | Mammillaria deserti [Synonym] | Mammillaria hirschtiana [Synonym] | Mammillaria neomexicana [Synonym] | Mammillaria radiosa [Synonym] | Mammillaria ramosissima [Synonym] | Mammillaria vivipara [Synonym] | Neomammillaria radiosa [Synonym] | Pelecyphora vivipara [Accepted],,,,,,,,
wfo-0000623219,Cactus brunneus,Coryphantha clavata,(Scheidw.) Backeb.,Coryphantha,clavata,,,12,Cactus brunneus | Cactus maculatus | Cactus rhaphidacanthus | Coryphantha clavata | Coryphantha raphidacantha | Coryphantha unicornis | Echinocactus raphidacanthus | Mammillaria clavata | Mammillaria radicantissima | Mammillaria raphidacantha | Mammillaria sulcoglandulifera | Neolloydia clavata,Cactus brunneus [Synonym] | Cactus maculatus [Synonym] | Cactus rhaphidacanthus [Synonym] | Coryphantha clavata [Accepted] | Coryphantha raphidacantha [Synonym] | Coryphantha unicornis [Synonym] | Echinocactus raphidacanthus [Synonym] | Mammillaria clavata [Synonym] | Mammillaria radicantissima [Synonym] | Mammillaria raphidacantha [Synonym] | Mammillaria sulcoglandulifera [Synonym] | Neolloydia clavata [Synonym],,,,,,,,
wfo-0001288800,Cactus acanthophlegmus,Mammillaria geminispina,Haw.,Mammillaria,geminispina,,,30,Cactus acanthophlegmus | Cactus bellatulus | Cactus columnaris | Cactus dyckianus | Cactus elegans | Cactus geminispinus | Cactus klugii | Cactus leucocentrus | Cactus meissneri | Cactus nobilis | Mammillaria acanthophlegma | Mammillaria bellatula | Mammillaria bicolor | Mammillaria daedalea | Mammillaria dyckiana | Mammillaria eburnea | Mammillaria elegans | Mammillaria geminispina | Mammillaria klugei | Mammillaria klugii | Mammillaria leucocephala | Mammillaria nobilis | Mammillaria recta | Mammillaria splendens | Mammillaria toaldoae | Neomammillaria acanthophlegma | Neomammillaria acanthoplegma | Neomammillaria bicolor | Neomammillaria elegans | Neomammillaria geminispina,Cactus acanthophlegmus [Synonym] | Cactus bellatulus [Synonym] | Cactus columnaris [Synonym] | Cactus dyckianus [Synonym] | Cactus elegans [Synonym] | Cactus geminispinus [Synonym] | Cactus klugii [Synonym] | Cactus leucocentrus [Synonym] | Cactus meissneri [Synonym] | Cactus nobilis [Synonym] | Mammillaria acanthophlegma [Synonym] | Mammillaria bellatula [Synonym] | Mammillaria bicolor [Synonym] | Mammillaria daedalea [Synonym] | Mammillaria dyckiana [Synonym] | Mammillaria eburnea [Synonym] | Mammillaria elegans [Synonym] | Mammillaria geminispina [Accepted] | Mammillaria klugei [Synonym] | Mammillaria klugii [Synonym] | Mammillaria leucocephala [Synonym] | Mammillaria nobilis [Synonym] | Mammillaria recta [Synonym] | Mammillaria splendens [Synonym] | Mammillaria toaldoae [Synonym] | Neomammillaria acanthophlegma [Synonym] | Neomammillaria acanthoplegma [Synonym] | Neomammillaria bicolor [Synonym] | Neomammillaria elegans [Synonym] | Neomammillaria geminispina [Synonym],,,,,,,,
wfo-0000623231,Cactus conifer,Coryphantha cornifera,(DC.) Lem.,Coryphantha,cornifera,,,23,Cactus conifer | Cactus cornifer | Cactus pfeifferianus | Cactus radians | Cactus scolymoides | Coryphantha bernalensis | Coryphantha cornifera | Coryphantha cornuta | Coryphantha daimonoceras | Coryphantha impexicoma | Coryphantha maliterrarum | Coryphantha radians | Coryphantha scolymoides | Echinocactus cornifer | Echinocactus radicans | Mammillaria cornifera | Mammillaria cornuta | Mammillaria daemonoceras | Mammillaria daimonoceras | Mammillaria impexicoma | Mammillaria pfeifferiana | Mammillaria radians | Mammillaria scolymoides,Cactus conifer [Synonym] | Cactus cornifer [Synonym] | Cactus pfeifferianus [Synonym] | Cactus radians [Synonym] | Cactus scolymoides [Synonym] | Coryphantha bernalensis [Synonym] | Coryphantha cornifera [Accepted] | Coryphantha cornuta [Synonym] | Coryphantha daimonoceras [Synonym] | Coryphantha impexicoma [Synonym] | Coryphantha maliterrarum [Synonym] | Coryphantha radians [Synonym] | Coryphantha scolymoides [Synonym] | Echinocactus cornifer [Synonym] | Echinocactus radicans [Synonym] | Mammillaria cornifera [Synonym] | Mammillaria cornuta [Synonym] | Mammillaria daemonoceras [Synonym] | Mammillaria daimonoceras [Synonym] | Mammillaria impexicoma [Synonym] | Mammillaria pfeifferiana [Synonym] | Mammillaria radians [Synonym] | Mammillaria scolymoides [Synonym],,,,,,,,
wfo-0000369201,Cactus leucodasys,Mammillaria leucodasys,Salm-Dyck ex Scheer,Mammillaria,leucodasys,,,2,Cactus leucodasys | Mammillaria leucodasys,Cactus leucodasys [Synonym] | Mammillaria leucodasys [Accepted],,,,,,,,
wfo-0001256353,Mammillaria leptacantha,Mammillaria leptacantha,(A.B.Lau) Repp.,Mammillaria,leptacantha,,,1,Mammillaria leptacantha,Mammillaria leptacantha [Synonym],,,,,,,,
wfo-0001288875,Cactus funckii,Mammillaria mystax,Mart.,Mammillaria,mystax,,,22,Cactus funckii | Cactus leucotrichus | Cactus maschalacanthus | Cactus mutabilis | Cactus mystax | Cactus xanthotrichus | Mammillaria atroflorens | Mammillaria autumnalis | Mammillaria crispiseta | Mammillaria erythra | Mammillaria funckii | Mammillaria huajuapensis | Mammillaria leucocarpa | Mammillaria leucotricha | Mammillaria maschalacantha | Mammillaria meschalacantha | Mammillaria mixtecensis | Mammillaria mutabilis | Mammillaria mystax | Mammillaria xanthotrica | Mammillaria xanthotricha | Neomammillaria mystax,Cactus funckii [Synonym] | Cactus leucotrichus [Synonym] | Cactus maschalacanthus [Synonym] | Cactus mutabilis [Synonym] | Cactus mystax [Synonym] | Cactus xanthotrichus [Synonym] | Mammillaria atroflorens [Synonym] | Mammillaria autumnalis [Synonym] | Mammillaria crispiseta [Synonym] | Mammillaria erythra [Synonym] | Mammillaria funckii [Synonym] | Mammillaria huajuapensis [Synonym] | Mammillaria leucocarpa [Synonym] | Mammillaria leucotricha [Synonym] | Mammillaria maschalacantha [Synonym] | Mammillaria meschalacantha [Synonym] | Mammillaria mixtecensis [Synonym] | Mammillaria mutabilis [Synonym] | Mammillaria mystax [Accepted] | Mammillaria xanthotrica [Synonym] | Mammillaria xanthotricha [Synonym] | Neomammillaria mystax [Synonym],,,,,,,,
wfo-0000613654,Cactus barbatus,Cochemiea barbata,(Engelm.) Doweld,Cochemiea,barbata,,,13,Cactus barbatus | Chilita barbata | Cochemiea barbata | Ebnerella barbata | Mammillaria barbata | Mammillaria chavezei | Mammillaria garessii | Mammillaria luthieniae | Mammillaria melilotiae | Mammillaria morricalii | Mammillaria orestera | Mammillaria santaclarensis | Neomammillaria barbata,Cactus barbatus [Synonym] | Chilita barbata [Synonym] | Cochemiea barbata [Accepted] | Ebnerella barbata [Synonym] | Mammillaria barbata [Synonym] | Mammillaria chavezei [Synonym] | Mammillaria garessii [Synonym] | Mammillaria luthieniae [Synonym] | Mammillaria melilotiae [Synonym] | Mammillaria morricalii [Synonym] | Mammillaria orestera [Synonym] | Mammillaria santaclarensis [Synonym] | Neomammillaria barbata [Synonym],,,,,,,,
wfo-0000623330,Cactus aulacothele,Coryphantha octacantha,(DC.) Britton & Rose,Coryphantha,octacantha,,,39,Cactus aulacothele | Cactus biglandulosus | Cactus clavus | Cactus exudans | Cactus macrothele | Cactus martianus | Cactus octacanthus | Cactus plaschnickii | Cactus polymorphus | Cactus schlechtendalii | Coryphantha aulacothele | Coryphantha clava | Coryphantha exsudans | Coryphantha lehmannii | Coryphantha macrothele | Coryphantha octacantha | Coryphantha schlechtendalii | Echinocactus clava | Echinocactus clavus | Echinocactus glanduligerus | Echinocactus macrothele | Echinocactus plaschnickii | Echinocactus schlechtendalii | Glandulifera clava | Mammillaria aulacothele | Mammillaria biglandulosa | Mammillaria brevimamma | Mammillaria clava | Mammillaria curvata | Mammillaria exsudans | Mammillaria leucacantha | Mammillaria macrothele | Mammillaria martiana | Mammillaria octacantha | Mammillaria plaschnickii | Mammillaria polymorpha | Mammillaria schlechtendalii | Mammillaria sulcimamma | Mammillaria thelocamptos,Cactus aulacothele [Synonym] | Cactus biglandulosus [Synonym] | Cactus clavus [Synonym] | Cactus exudans [Synonym] | Cactus macrothele [Synonym] | Cactus martianus [Synonym] | Cactus octacanthus [Synonym] | Cactus plaschnickii [Synonym] | Cactus polymorphus [Synonym] | Cactus schlechtendalii [Synonym] | Coryphantha aulacothele [Synonym] | Coryphantha clava [Synonym] | Coryphantha exsudans [Synonym] | Coryphantha lehmannii [Synonym] | Coryphantha macrothele [Synonym] | Coryphantha octacantha [Accepted] | Coryphantha schlechtendalii [Synonym] | Echinocactus clava [Synonym] | Echinocactus clavus [Synonym] | Echinocactus glanduligerus [Synonym] | Echinocactus macrothele [Synonym] | Echinocactus plaschnickii [Synonym] | Echinocactus schlechtendalii [Synonym] | Glandulifera clava [Synonym] | Mammillaria aulacothele [Synonym] | Mammillaria biglandulosa [Synonym] | Mammillaria brevimamma [Synonym] | Mammillaria clava [Synonym] | Mammillaria curvata [Synonym] | Mammillaria exsudans [Synonym] | Mammillaria leucacantha [Synonym] | Mammillaria macrothele [Synonym] | Mammillaria martiana [Synonym] | Mammillaria octacantha [Synonym] | Mammillaria plaschnickii [Synonym] | Mammillaria polymorpha [Synonym] | Mammillaria schlechtendalii [Synonym] | Mammillaria sulcimamma [Synonym] | Mammillaria thelocamptos [Synonym],,,,,,,,
